Date,Unnamed: 0,Open,High,Low,Close,Volume,Dividends,Stock Splits,daily_return,cum_return
2019-07-02 00:00:00-04:00,0,95.96900177001952,96.739501953125,95.3314971923828,96.71549987792967,52918000,0.0,0.0,,
2019-07-03 00:00:00-04:00,1,96.79450225830078,97.07949829101562,96.5250015258789,96.9499969482422,33806000,0.0,0.0,0.0024246069203850418,1.002424606920385
2019-07-05 00:00:00-04:00,2,96.43000030517578,97.29499816894533,96.26499938964844,97.14550018310548,52568000,0.0,0.0,0.002016536782024403,1.0044460330114464
2019-07-08 00:00:00-04:00,3,96.70600128173828,97.8000030517578,96.4124984741211,97.61599731445312,57668000,0.0,0.0,0.004843221049465107,1.0093107871815792
2019-07-09 00:00:00-04:00,4,97.38999938964844,99.50050354003906,97.17400360107422,99.41500091552734,86914000,0.0,0.0,0.018429393240526393,1.0279117725804539
2019-07-10 00:00:00-04:00,5,99.82550048828124,101.24700164794922,99.7699966430664,100.87049865722656,98638000,0.0,0.0,0.014640624938845548,1.042961043313028
2019-07-11 00:00:00-04:00,6,101.28099822998048,101.79000091552734,99.76499938964844,100.05349731445312,86356000,0.0,0.0,-0.008099507325226352,1.0345135727027885
2019-07-12 00:00:00-04:00,7,100.41349792480467,100.8499984741211,100.19349670410156,100.5500030517578,50186000,0.0,0.0,0.0049624026209122984,1.0396472455673382
2019-07-15 00:00:00-04:00,8,101.06999969482422,101.1449966430664,100.07749938964844,101.04949951171876,59626000,0.0,0.0,0.004967642414728246,1.0448118413207739
2019-07-16 00:00:00-04:00,9,100.52899932861328,101.31600189208984,100.06099700927734,100.49500274658205,52364000,0.0,0.0,-0.0054873776497271765,1.03907856417454
2019-07-17 00:00:00-04:00,10,100.35250091552734,100.5999984741211,99.60150146484376,99.60150146484376,51176000,0.0,0.0,-0.008891002112726198,1.0298401144651756
2019-07-18 00:00:00-04:00,11,99.00050354003906,99.375,97.57749938964844,98.8949966430664,69738000,0.0,0.0,-0.007093314974039089,1.0225351341603737
2019-07-19 00:00:00-04:00,12,99.5605010986328,99.8000030517578,98.11150360107422,98.22599792480467,63712000,0.0,0.0,-0.006764737761974948,1.015617952125373
2019-07-22 00:00:00-04:00,13,98.55699920654295,99.4499969482422,97.91300201416016,99.28150177001952,58000000,0.0,0.0,0.010745666804249376,1.0265314442393263
2019-07-23 00:00:00-04:00,14,99.79949951171876,99.8895034790039,98.65650177001952,99.72450256347656,54070000,0.0,0.0,0.004462067812826209,1.0311118971555207
2019-07-24 00:00:00-04:00,15,98.46499633789062,100.06500244140624,98.2935028076172,100.04049682617188,52626000,0.0,0.0,0.003168672237739978,1.0343791527980408
2019-07-25 00:00:00-04:00,16,100.0500030517578,100.05999755859376,98.63600158691406,98.69100189208984,82730000,0.0,0.0,-0.013489486526910066,1.020425909152655
2019-07-26 00:00:00-04:00,17,97.0999984741211,97.54499816894533,96.22550201416016,97.15249633789062,98542000,0.0,0.0,-0.015589116785757695,1.0045183704836613
2019-07-29 00:00:00-04:00,18,96.5,96.61150360107422,94.5270004272461,95.62249755859376,89864000,0.0,0.0,-0.015748424764872926,0.9886987885011667
2019-07-30 00:00:00-04:00,19,94.55599975585938,95.49449920654295,94.17400360107422,94.92649841308594,58218000,0.0,0.0,-0.007278612913047433,0.9815024327320677
2019-07-31 00:00:00-04:00,20,94.90550231933594,94.97750091552734,92.47200012207033,93.33899688720705,89414000,0.0,0.0,-0.016723481350493508,0.965088295102809
2019-08-01 00:00:00-04:00,21,93.58599853515624,94.89600372314452,92.20050048828124,92.76599884033205,94266000,0.0,0.0,-0.006138892274227259,0.9591637220240552
