Date,Unnamed: 0,Open,High,Low,Close,Volume,Dividends,Stock Splits,daily_return,cum_return
2019-07-02 00:00:00-04:00,0,48.595052131631554,49.01004417505935,48.58298768168999,48.91353225708008,67740800,0.0,0.0,,
2019-07-03 00:00:00-04:00,1,49.0462370498478,49.32611610795561,48.903886103269215,49.318878173828125,45448000,0.0,0.0,0.008286989265416933,1.008286989265417
2019-07-05 00:00:00-04:00,2,49.06314036578386,49.48054395892292,48.9545639634372,49.27545928955078,69062000,0.0,0.0,-0.0008803704764798193,1.007399323168249
2019-07-08 00:00:00-04:00,3,48.45028675975868,48.59263769898254,47.87122997015631,48.25968170166016,101354400,0.0,0.0,-0.020614269304355726,0.986632522223433
2019-07-09 00:00:00-04:00,4,48.06184116871762,48.61918422826648,47.96774433634643,48.55404281616211,82312000,0.0,0.0,0.006099524574606052,0.9926505115388404
2019-07-10 00:00:00-04:00,5,48.701216047254185,49.15480920097056,48.63124444272252,49.03417205810547,71588400,0.0,0.0,0.00988855333347316,1.0024663890636916
2019-07-11 00:00:00-04:00,6,49.05348085172594,49.31405755614601,48.66744415305296,48.677093505859375,80767200,0.0,0.0,-0.007282238839945276,0.9951661893895123
2019-07-12 00:00:00-04:00,7,48.84597891996351,49.21995480306217,48.78566034790093,49.051063537597656,70380800,0.0,0.0,0.0076826697077396755,1.0028117225269018
2019-07-15 00:00:00-04:00,8,49.241668335953634,49.67113627216461,49.21995453370277,49.51189804077149,67789600,0.0,0.0,0.009394995132380846,1.0122331337787365
2019-07-16 00:00:00-04:00,9,49.36231286555852,49.72905086740239,49.09932473702652,49.340599060058594,67467200,0.0,0.0,-0.0034597538670773087,1.0087310562797618
2019-07-17 00:00:00-04:00,10,49.23202069545904,49.48294434270368,49.04382703963715,49.06312942504883,56430000,0.0,0.0,-0.005623556265946905,1.0030584004275644
2019-07-18 00:00:00-04:00,11,49.219959528522274,49.673556412078426,49.14757649878721,49.62047576904297,74162400,0.0,0.0,0.011359779747550869,1.0144529229303523
2019-07-19 00:00:00-04:00,12,49.65182615979756,49.82313249673983,48.82425725157336,48.8797492980957,83717200,0.0,0.0,-0.014927838950899108,0.9993093330735792
2019-07-22 00:00:00-04:00,13,49.13550574109964,49.99926810689842,49.1258563897651,49.996856689453125,89111600,0.0,0.0,0.022854196418739425,1.0221477448547223
2019-07-23 00:00:00-04:00,14,50.29604790383083,50.40462061483738,50.01375370103813,50.38772964477539,73420800,0.0,0.0,0.007817950591376244,1.0301388454210831
2019-07-24 00:00:00-04:00,15,50.10543209684481,50.462517020443165,49.98479495007678,50.34670639038086,59966400,0.0,0.0,-0.000814151673110497,1.0293001561565474
2019-07-25 00:00:00-04:00,16,50.39978247912317,50.48422994685784,49.878629168564935,49.94860076904297,55638400,0.0,0.0,-0.00790728232053628,1.0211611892292454
2019-07-26 00:00:00-04:00,17,50.059592221157736,50.60245941229415,49.97755984029224,50.1223258972168,70475600,0.0,0.0,0.0034780779741381274,1.0247128674695483
2019-07-29 00:00:00-04:00,18,50.296038017205234,50.82201418033959,50.2912115007714,50.59038925170898,86693600,0.0,0.0,0.009338420476575848,1.0342820670937367
2019-07-30 00:00:00-04:00,19,50.36841872269301,50.70620493271375,50.01857174359042,50.37324523925781,135742800,0.0,0.0,-0.004292198887238863,1.0298427227562659
2019-07-31 00:00:00-04:00,20,52.21658948984764,53.410896674069065,50.981266111758046,51.40108108520508,277125600,0.0,0.0,0.020404400015630486,1.0508560456245708
2019-08-01 00:00:00-04:00,21,51.6085738822114,52.6050379692168,49.88105260566868,50.28880310058594,216071600,0.0,0.0,-0.021639194373662574,1.0281163673945624
2019-08-02 00:00:00-04:00,22,49.58910388417901,49.80624926973324,48.64813563803942,49.22478103637695,163448400,0.0,0.0,-0.02115823003543682,1.0063632447900306
2019-08-05 00:00:00-04:00,23,47.769903713185535,47.92914196564126,46.46460876466921,46.64797592163086,209572000,0.0,0.0,-0.052347721218746424,0.953682422206969
2019-08-06 00:00:00-04:00,24,47.36456412610925,47.7892093120053,46.816870354693314,47.531044006347656,143299200,0.0,0.0,0.018930469484900403,0.9717360781988439
2019-08-07 00:00:00-04:00,25,47.147408365470056,48.148695163919136,46.763783140367686,48.023231506347656,133457600,0.0,0.0,0.010355074463213265,0.9817984776471838
2019-08-08 00:00:00-04:00,26,48.30311679199783,49.10656069716725,48.1076851872506,49.08243179321289,108038000,0.0,0.0,0.022055997766939672,1.0034530226777547
2019-08-09 00:00:00-04:00,27,48.75304950566233,49.10664629954299,48.26624322585724,48.67797088623047,98478800,0.1925,0.0,-0.00824044148192249,0.9951841267645204
2019-08-12 00:00:00-04:00,28,48.346158982807616,48.93468494617743,48.23232893424515,48.554443359375,89927600,0.0,0.0,-0.0025376474123002257,0.9926587003404741
2019-08-13 00:00:00-04:00,29,48.68523523711858,51.37839794037921,48.55445002927458,50.610652923583984,188874000,0.0,0.0,0.042348535416006694,1.03469634246785
2019-08-14 00:00:00-04:00,30,49.20353582267088,49.99792219068782,49.06548514689403,49.1042366027832,146189600,0.0,0.0,-0.029764807086667844,1.0038988054410136
2019-08-15 00:00:00-04:00,31,49.2761918501273,49.683071033587794,48.35828571619192,48.859622955322266,108909600,0.0,0.0,-0.0049815181822228105,0.9988978652885975
2019-08-16 00:00:00-04:00,32,49.47477920487925,50.17229049593846,49.368214569240585,50.01244354248047,110481600,0.0,0.0,0.023594545299957748,1.0224664062211803
2019-08-19 00:00:00-04:00,33,51.01027417200574,51.52129739929831,50.86738234951027,50.94488525390625,97654400,0.0,0.0,0.018644194232056766,1.041529468494521
2019-08-20 00:00:00-04:00,34,51.07324413874829,51.671456261505405,50.9376177570861,50.947303771972656,107537200,0.0,0.0,4.747322629850004e-05,1.0415789132586755
2019-08-21 00:00:00-04:00,35,51.58426861305114,51.74411188362877,51.24762323045875,51.4995002746582,86141600,0.0,0.0,0.010838581471495301,1.0528681511690212
2019-08-22 00:00:00-04:00,36,51.63268901355318,51.935427699832246,51.04174250664995,51.45589065551758,89014800,0.0,0.0,-0.0008467969379906126,1.0519765856425034
2019-08-23 00:00:00-04:00,37,50.7220743209167,51.35661744109713,48.68040536241318,49.077598571777344,187272000,0.0,0.0,-0.04622001589015756,1.0033542111380331
2019-08-26 00:00:00-04:00,38,49.857439696260826,50.17955417158932,49.66368615603163,50.0100212097168,104174400,0.0,0.0,0.018998945854609373,1.0224168834684388
2019-08-27 00:00:00-04:00,39,50.34182284437311,50.50893523042844,49.29313534098286,49.44571685791016,103493200,0.0,0.0,-0.011283825484500909,1.0108801097829736
2019-08-28 00:00:00-04:00,40,49.431184058875495,49.8235322921801,49.24227537650354,49.77751541137695,63755200,0.0,0.0,0.006710359856249237,1.017663479091142
2019-08-29 00:00:00-04:00,41,50.49682997389558,50.69542839321655,50.05119936369388,50.62034606933594,83962000,0.0,0.0,0.016931955140660815,1.0348945114674022
2019-08-30 00:00:00-04:00,42,50.8988576502962,50.969091409019136,50.18197071773182,50.55494689941406,84573600,0.0,0.0,-0.0012919542239457904,1.0335574751319736
2019-09-03 00:00:00-04:00,43,49.99548583236102,50.128691620073766,49.46024579747165,49.81868743896485,80092000,0.0,0.0,-0.014563549278651222,1.0185052099105707
2019-09-04 00:00:00-04:00,44,50.47018307307607,50.734170379969136,50.21104062100474,50.66393661499024,76752400,0.0,0.0,0.016966508342094455,1.035785687050985
2019-09-05 00:00:00-04:00,45,51.34448726876975,51.8216037904483,51.22581235931037,51.65449142456055,95654800,0.0,0.0,0.01955147735751006,1.0560368274585952
2019-09-06 00:00:00-04:00,46,51.84098353043355,51.9305930165489,51.46800732638875,51.64965057373047,77449200,0.0,0.0,-9.371597118801311e-05,1.0559378599416995
