Date,Unnamed: 0,Open,High,Low,Close,Volume,Dividends,Stock Splits,daily_return,cum_return
2019-07-02 00:00:00-04:00,0,374.8900146484375,376.0,370.30999755859375,375.4299926757813,3625000,0.0,0.0,,
2019-07-03 00:00:00-04:00,1,376.6900024414063,381.989990234375,375.8399963378906,381.7200012207031,3799000,0.0,0.0,0.01675414502738959,1.0167541450273896
2019-07-05 00:00:00-04:00,2,378.2900085449219,381.3999938964844,375.55999755859375,380.5499877929688,3732200,0.0,0.0,-0.0030651090432587402,1.0136376827026954
2019-07-08 00:00:00-04:00,3,378.1900024414063,378.25,375.3599853515625,376.1600036621094,3113400,0.0,0.0,-0.011535893500665972,1.0019444663467751
2019-07-09 00:00:00-04:00,4,379.05999755859375,384.760009765625,377.5,379.9299926757813,6932800,0.0,0.0,0.010022301618910046,1.0119862559939004
2019-07-10 00:00:00-04:00,5,382.7699890136719,384.3399963378906,362.6799926757813,381.0,5878800,0.0,0.0,0.0028163275994159687,1.0148363408168857
2019-07-11 00:00:00-04:00,6,381.1000061035156,384.5400085449219,378.7999877929688,379.5,4336300,0.0,0.0,-0.003937007874015741,1.0108409221522523
2019-07-12 00:00:00-04:00,7,378.6799926757813,379.739990234375,372.7900085449219,373.25,6636900,0.0,0.0,-0.016469038208168696,0.9941933443829464
2019-07-15 00:00:00-04:00,8,372.9400024414063,373.6799926757813,362.2999877929688,366.6000061035156,7944700,0.0,0.0,-0.017816460539810786,0.9764803378938051
2019-07-16 00:00:00-04:00,9,370.0899963378906,371.3399963378906,364.9200134277344,365.989990234375,5863200,0.0,0.0,-0.0016639821576227565,0.9748554920342803
2019-07-17 00:00:00-04:00,10,366.25,366.5,361.75,362.4400024414063,13639500,0.0,0.0,-0.009699685476904252,0.9653997003761151
2019-07-18 00:00:00-04:00,11,323.760009765625,329.8500061035156,320.29998779296875,325.2099914550781,31287100,0.0,0.0,-0.10272047990162714,0.8662333798565935
