Date,Adj Close
2021-08-20,143.0504913330078
2021-08-23,144.88111877441406
2021-08-24,145.7779998779297
2021-08-25,148.7828826904297
2021-08-26,149.55029296875
2021-08-27,150.75222778320312
2021-08-30,148.33908081054688
2021-08-31,147.88601684570312
2021-09-01,147.67337036132812
2021-09-02,148.35757446289062
2021-09-03,147.46075439453125
2021-09-07,147.2018585205078
2021-09-08,146.54537963867188
2021-09-09,147.183349609375
