Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2019-07-02 00:00:00-04:00,143.61187721649955,145.73439809219144,142.9283586618454,145.66246032714844,17110800,0.0,0.0
2019-07-03 00:00:00-04:00,146.59779648165363,147.6590500162182,145.2757170964977,147.57810974121094,1938800,0.0,0.0
2019-07-05 00:00:00-04:00,146.58879289229083,148.4864702470315,146.02218357776076,148.25262451171875,2001700,0.0,0.0
2019-07-08 00:00:00-04:00,148.01879487166457,148.1267152291744,147.21835353233644,147.56011962890625,1108700,0.0,0.0
2019-07-09 00:00:00-04:00,146.74174358870417,147.26338172343884,146.1481539467633,147.08349609375,1703000,0.0,0.0
2019-07-10 00:00:00-04:00,147.7489561084334,148.1266910213274,146.2919766267938,147.9827880859375,1730000,0.0,0.0
2019-07-11 00:00:00-04:00,148.28859350908303,148.92714051999457,147.5960726018913,148.58538818359375,1958500,0.0,0.0
2019-07-12 00:00:00-04:00,148.35154874415645,148.80123516879672,147.47915598248707,148.51344299316406,2239500,0.0,0.0
2019-07-15 00:00:00-04:00,148.82823924206795,149.43982001428023,148.11774061489984,148.40553283691406,2064500,0.0,0.0
2019-07-16 00:00:00-04:00,148.441535626663,149.16103686454971,147.52417120527383,147.67706298828125,1898700,0.0,0.0
2019-07-17 00:00:00-04:00,147.9108737226385,149.43080240168732,147.80293964236475,148.74728393554688,1885100,0.0,0.0
2019-07-18 00:00:00-04:00,148.69329987894767,151.02267203094755,148.1356931598862,150.8877716064453,1500700,0.0,0.0
2019-07-19 00:00:00-04:00,151.69721628996638,151.96703088843793,149.6286559994717,149.70960998535156,1434600,0.0,0.0
2019-07-22 00:00:00-04:00,150.17727929692248,151.4274070481676,149.52972972702017,150.32118225097656,1423100,0.0,0.0
2019-07-23 00:00:00-04:00,151.34648125651708,151.99403088834666,149.934472839432,151.0137176513672,934600,0.0,0.0
2019-07-24 00:00:00-04:00,150.6179872973376,150.6179872973376,149.35887067119546,150.3841552734375,2063300,0.0,0.0
2019-07-25 00:00:00-04:00,150.15032073965483,151.06768504912114,149.85352600061154,150.24925231933594,1305100,0.0,0.0
2019-07-26 00:00:00-04:00,150.7438998009042,152.51566559972244,150.47408517284222,152.2368621826172,1035500,0.0,0.0
2019-07-29 00:00:00-04:00,152.11095376511494,152.11095376511494,150.79786319964322,151.0137176513672,1066000,0.0,0.0
2019-07-30 00:00:00-04:00,150.49210162701115,150.95077696503847,148.30661787011124,148.3965606689453,1934100,0.0,0.0
2019-07-31 00:00:00-04:00,154.69215577122998,154.69215577122998,148.3515733859383,149.7635955810547,4170900,0.0,0.0
