Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2019-07-02 00:00:00-04:00,132.02611946574734,132.0739371464787,130.04659589225471,131.06982421875,807000,0.0,0.0
2019-07-03 00:00:00-04:00,131.52886639277983,133.88135955977057,131.00291558232317,133.8335418701172,512600,0.0,0.0
2019-07-05 00:00:00-04:00,133.50838649392657,133.88134107467255,132.1695789199431,133.65182495117188,538700,0.0,0.0
2019-07-08 00:00:00-04:00,132.72418383144367,133.41271743615718,130.63946762243654,132.02609252929688,1281000,0.0,0.0
2019-07-09 00:00:00-04:00,131.9400696775824,131.9687573705276,130.47693896974013,131.9018096923828,735000,0.0,0.0
2019-07-10 00:00:00-04:00,132.37040190145163,132.8963672675207,130.35261810937521,130.9359588623047,565000,0.0,0.0
2019-07-11 00:00:00-04:00,130.50561263202238,130.92638487252702,129.25286820173366,130.83074951171875,637000,0.0,0.0
2019-07-12 00:00:00-04:00,130.66818825674218,131.96875043894727,128.7747276622655,129.85533142089844,878600,0.0,0.0
2019-07-15 00:00:00-04:00,130.24740851650512,130.24740851650512,126.71867675305741,128.87991333007812,1185700,0.0,0.0
2019-07-16 00:00:00-04:00,129.27194903665037,132.08345862656904,129.099822943506,131.61488342285156,1229700,0.0,0.0
2019-07-17 00:00:00-04:00,131.86356694215067,132.9154976775902,130.1422323713902,131.57667541503906,649500,0.0,0.0
2019-07-18 00:00:00-04:00,131.42366249534015,131.7009963173574,128.93730334901872,130.4578094482422,985500,0.0,0.0
2019-07-19 00:00:00-04:00,130.87859180730882,131.5288656890028,129.95098408225527,130.06573486328125,754200,0.0,0.0
2019-07-22 00:00:00-04:00,129.95095724298227,130.8403193879805,128.32525828259912,128.66952514648438,916400,0.0,0.0
2019-07-23 00:00:00-04:00,129.0998877289521,130.0944285917566,128.7938661761441,129.78842163085938,1018700,0.0,0.0
2019-07-24 00:00:00-04:00,129.53018558880103,131.5479691016036,129.04248027607983,131.52883911132812,3155600,0.0,0.0
2019-07-25 00:00:00-04:00,133.51796252407883,133.69010328831408,128.1053415102552,128.62173461914062,1768200,0.0,0.0
2019-07-26 00:00:00-04:00,129.29114938228724,133.01113831377057,128.68869313652203,130.82122802734375,961000,0.0,0.0
2019-07-29 00:00:00-04:00,130.8212255213981,131.23242557663235,128.95645224039524,130.10400390625,1017100,0.0,0.0
2019-07-30 00:00:00-04:00,131.2515440388725,134.5698902540569,131.13679325994366,134.1873779296875,1516300,0.0,0.0
