Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2019-07-02 00:00:00-04:00,143.08048976049864,144.82922124865263,142.84159225525048,144.2654266357422,490000,0.0,0.0
2019-07-03 00:00:00-04:00,144.81010153237492,147.24685893763413,144.65721821473434,146.2530517578125,534900,0.0,0.0
2019-07-05 00:00:00-04:00,145.660578556835,146.1097070290488,144.52343869051012,145.9950408935547,272300,0.0,0.0
2019-07-08 00:00:00-04:00,145.57458817667347,145.57458817667347,144.62856333662808,145.31658935546875,332900,0.0,0.0
2019-07-09 00:00:00-04:00,145.0585665848227,146.18615579884303,145.02033481894102,145.71792602539062,429600,0.0,0.0
2019-07-10 00:00:00-04:00,144.98213017838378,145.81348889391103,142.87026965566403,143.0518341064453,537900,0.0,0.0
2019-07-11 00:00:00-04:00,144.23676256562567,144.7049923519771,143.09960808823485,143.54873657226562,649400,0.0,0.0
2019-07-12 00:00:00-04:00,143.3480341767861,144.0360600642077,140.55771344719597,141.40818786621094,716800,0.0,0.0
2019-07-15 00:00:00-04:00,141.3413169895766,143.02315009978926,140.25194499910384,142.12489318847656,428100,0.0,0.0
2019-07-16 00:00:00-04:00,142.45937308063716,142.84160328609303,140.99732140210432,141.77134704589844,316800,0.0,0.0
2019-07-17 00:00:00-04:00,142.24915061789406,142.52626534628413,141.10244535165984,141.27444458007812,341000,0.0,0.0
2019-07-18 00:00:00-04:00,141.34133235461317,142.0962421027617,140.75842182206273,141.3031005859375,643600,0.0,0.0
2019-07-19 00:00:00-04:00,141.589766423089,142.06756141591086,139.68813710244547,139.75503540039062,473000,0.0,0.0
2019-07-22 00:00:00-04:00,140.13726776025973,141.19797324420736,139.89837026010167,140.6819610595703,345700,0.0,0.0
2019-07-23 00:00:00-04:00,141.15021354440935,141.47511066387494,139.67859669317588,140.72975158691406,426500,0.0,0.0
2019-07-24 00:00:00-04:00,140.57685942741423,142.52625680507546,139.87928274094082,141.77134704589844,395300,0.0,0.0
2019-07-25 00:00:00-04:00,141.43685680596423,142.7842420735479,140.8539463797777,141.3317413330078,345400,0.0,0.0
2019-07-26 00:00:00-04:00,141.52285786999173,143.47225468289474,141.13106254516018,142.8033447265625,339700,0.0,0.0
2019-07-29 00:00:00-04:00,143.10914718664208,144.093403679131,142.44980236228346,143.66339111328125,257400,0.0,0.0
2019-07-30 00:00:00-04:00,142.63134381159983,143.12825464436474,141.98154967587593,142.8798065185547,408800,0.0,0.0
2019-07-31 00:00:00-04:00,142.8129248585286,143.89274624169505,141.58022015459812,142.24913024902344,493000,0.0,0.0
2019-08-01 00:00:00-04:00,142.4211506813562,144.32278034430533,141.83824010194007,142.46893310546875,330000,0.0,0.0
2019-08-02 00:00:00-04:00,141.886029829986,142.08671018912972,140.57687591257283,141.32223510742188,277800,0.0,0.0
2019-08-05 00:00:00-04:00,139.00967416877577,139.98438002136206,136.88826326787103,138.1878662109375,363900,0.0,0.0
2019-08-06 00:00:00-04:00,144.00743028349578,146.84553414808443,141.95291732777056,145.5554962158203,660500,0.0,0.0
2019-08-07 00:00:00-04:00,144.91522783865048,146.27217856529893,142.12490659254482,146.1383819580078,783800,0.0,0.0
2019-08-08 00:00:00-04:00,146.2721735279834,147.8297753684861,146.0045949037633,147.75332641601562,674800,0.0,0.0
2019-08-09 00:00:00-04:00,147.36152898788723,148.02087378903994,145.72746379779497,147.103515625,262800,0.0,0.0
2019-08-12 00:00:00-04:00,146.5206192171823,148.59424780661092,146.14793969338908,147.37109375,191400,0.0,0.0
2019-08-13 00:00:00-04:00,146.8932883673521,149.18669841625004,146.8932883673521,148.49867248535156,334700,0.0,0.0
2019-08-14 00:00:00-04:00,146.47287624937388,147.3329016647887,144.78147737916427,144.9534912109375,239100,0.0,0.0
2019-08-15 00:00:00-04:00,145.1158928212745,146.4823794737165,144.49476517582735,145.22100830078125,372200,0.0,0.0
2019-08-16 00:00:00-04:00,146.14791742642643,147.4666361163821,144.4947510297977,145.95680236816406,344700,0.0,0.0
2019-08-19 00:00:00-04:00,147.5144181009703,147.99221308304885,146.21481516647077,146.40594482421875,337700,0.0,0.0
2019-08-20 00:00:00-04:00,146.63530502268344,146.96020217292582,144.2654455427559,144.38011169433594,548600,0.0,0.0
2019-08-21 00:00:00-04:00,144.93432131766272,145.38344974624755,144.1316292848858,144.4469757080078,782400,0.0,0.0
2019-08-22 00:00:00-04:00,144.9247754159562,145.00122436174613,143.3384925983924,144.47564697265625,450200,0.0,0.0
2019-08-23 00:00:00-04:00,144.10295918057002,145.17321519773412,141.45597108689313,141.86688232421875,365900,0.0,0.0
2019-08-26 00:00:00-04:00,142.68869174880817,143.72071601577903,142.40201186080745,142.97535705566406,411900,0.0,0.0
2019-08-27 00:00:00-04:00,144.16982323141175,146.28168302852373,143.37668197643953,146.22434997558594,726000,0.0,0.0
2019-08-28 00:00:00-04:00,145.737026056542,146.99841185900408,144.96300048737038,146.16705322265625,466400,0.0,0.0
2019-08-29 00:00:00-04:00,147.37110301846658,148.8044881356885,146.69262764727668,148.250244140625,305700,0.0,0.0
2019-08-30 00:00:00-04:00,149.15800940882917,149.70270259752576,146.09057429516344,147.54306030273438,332600,0.0,0.0
2019-09-03 00:00:00-04:00,146.88373277804013,147.4761938615022,144.0456295538025,145.45034790039062,342500,0.0,0.0
2019-09-04 00:00:00-04:00,146.73086010529548,147.02709069792965,144.8961288963682,145.60325622558594,317200,0.0,0.0
2019-09-05 00:00:00-04:00,147.05580038588087,147.59092865620227,145.18283685860422,146.68312072753906,489400,0.0,0.0
2019-09-06 00:00:00-04:00,147.04619412996544,148.9287075998369,146.96017994813988,147.6291046142578,494700,0.0,0.0
2019-09-09 00:00:00-04:00,147.85896483971393,147.93559730847693,138.76864103177053,139.161376953125,677700,0.37,0.0
2019-09-10 00:00:00-04:00,137.99277222912306,137.99277222912306,134.8317519792691,135.65553283691406,1094200,0.0,0.0
2019-09-11 00:00:00-04:00,135.6555585723671,138.43343158032806,134.228320438767,138.42384338378906,867500,0.0,0.0
2019-09-12 00:00:00-04:00,139.7457307531971,141.9392792248496,139.70742181482413,141.7093963623047,488400,0.0,0.0
2019-09-13 00:00:00-04:00,141.70938701084864,141.977593410221,137.6192174961915,138.05026245117188,636200,0.0,0.0
2019-09-16 00:00:00-04:00,137.17857837212495,138.8069782999509,136.220694342092,138.25140380859375,501100,0.0,0.0
2019-09-17 00:00:00-04:00,138.0598348568088,140.60779535942598,138.0598348568088,139.37213134765625,564900,0.0,0.0
