Date,Adj Close
2017-12-21,100.19999694824219
2017-12-22,96.0
2017-12-26,96.0
2017-12-27,92.4000015258789
2017-12-28,98.4000015258789
2017-12-29,100.5
2018-01-02,102.9000015258789
2018-01-03,107.69999694824219
2018-01-04,106.80000305175781
2018-01-05,103.5
2018-01-08,100.19999694824219
2018-01-09,96.30000305175781
2018-01-10,101.0999984741211
2018-01-11,103.5
2018-01-12,102.0
2018-01-16,98.0999984741211
2018-01-17,94.5
2018-01-18,93.9000015258789
2018-01-19,93.5999984741211
2018-01-22,93.9000015258789
2018-01-23,95.4000015258789
2018-01-24,92.69999694824219
2018-01-25,94.19999694824219
2018-01-26,96.5999984741211
2018-01-29,99.9000015258789
2018-01-30,97.5
2018-01-31,100.80000305175781
2018-02-01,93.0
2018-02-02,91.5
2018-02-05,86.4000015258789
2018-02-06,91.80000305175781
2018-02-07,91.19999694824219
2018-02-08,84.9000015258789
2018-02-09,82.19999694824219
2018-02-12,84.9000015258789
2018-02-13,89.4000015258789
2018-02-14,90.9000015258789
2018-02-15,88.5
2018-02-16,97.19999694824219
2018-02-20,94.19999694824219
2018-02-21,87.9000015258789
2018-02-22,90.30000305175781
2018-02-23,93.30000305175781
2018-02-26,90.30000305175781
2018-02-27,92.4000015258789
2018-02-28,86.0999984741211
2018-03-01,90.5999984741211
2018-03-02,86.0999984741211
2018-03-05,85.80000305175781
2018-03-06,87.9000015258789
2018-03-07,85.5
2018-03-08,82.5
2018-03-09,79.19999694824219
2018-03-12,82.80000305175781
2018-03-13,78.9000015258789
2018-03-14,86.69999694824219
2018-03-15,88.80000305175781
2018-03-16,78.30000305175781
2018-03-19,81.30000305175781
2018-03-20,81.9000015258789
2018-03-21,76.5
2018-03-22,75.30000305175781
2018-03-23,74.69999694824219
2018-03-26,60.599998474121094
2018-03-27,78.9000015258789
2018-03-28,77.0999984741211
2018-03-29,79.5
2018-04-02,74.69999694824219
2018-04-03,69.30000305175781
2018-04-04,77.0999984741211
2018-04-05,76.5
2018-04-06,75.9000015258789
2018-04-09,77.0999984741211
2018-04-10,75.0
2018-04-11,74.69999694824219
2018-04-12,75.9000015258789
2018-04-13,72.30000305175781
2018-04-16,72.30000305175781
2018-04-17,67.5
2018-04-18,69.0
2018-04-19,69.30000305175781
2018-04-20,68.0999984741211
2018-04-23,66.9000015258789
2018-04-24,68.0999984741211
2018-04-25,68.69999694824219
2018-04-26,65.4000015258789
2018-04-27,65.0999984741211
2018-04-30,66.0
2018-05-01,66.5999984741211
2018-05-02,62.400001525878906
2018-05-03,60.599998474121094
2018-05-04,60.29999923706055
2018-05-07,62.099998474121094
2018-05-08,61.79999923706055
2018-05-09,62.400001525878906
2018-05-10,62.400001525878906
2018-05-11,60.29999923706055
2018-05-14,58.5
2018-05-15,56.099998474121094
2018-05-16,57.900001525878906
2018-05-17,54.900001525878906
2018-05-18,57.900001525878906
2018-05-21,56.70000076293945
2018-05-22,57.0
2018-05-23,57.599998474121094
2018-05-24,55.5
2018-05-25,55.20000076293945
2018-05-29,56.70000076293945
2018-05-30,58.79999923706055
2018-05-31,58.5
2018-06-01,53.70000076293945
2018-06-04,51.599998474121094
2018-06-05,52.79999923706055
2018-06-06,51.599998474121094
2018-06-07,51.29999923706055
2018-06-08,51.29999923706055
2018-06-11,61.5
2018-06-12,57.599998474121094
2018-06-13,57.599998474121094
2018-06-14,58.5
2018-06-15,56.70000076293945
2018-06-18,58.5
2018-06-19,190.8000030517578
2018-06-20,149.39999389648438
2018-06-21,132.60000610351562
2018-06-22,132.0
2018-06-25,127.5
2018-06-26,108.30000305175781
2018-06-27,98.69999694824219
2018-06-28,102.30000305175781
2018-06-29,93.0
2018-07-02,108.30000305175781
2018-07-03,102.30000305175781
2018-07-05,105.9000015258789
2018-07-06,108.30000305175781
2018-07-09,109.19999694824219
2018-07-10,104.4000015258789
2018-07-11,103.5
2018-07-12,107.0999984741211
2018-07-13,103.5
2018-07-16,102.0
2018-07-17,102.5999984741211
2018-07-18,105.0
2018-07-19,101.0999984741211
2018-07-20,100.19999694824219
2018-07-23,99.0
2018-07-24,99.5999984741211
2018-07-25,104.69999694824219
2018-07-26,105.0
2018-07-27,102.5999984741211
2018-07-30,103.5
2018-07-31,117.0
2018-08-01,114.0
2018-08-02,120.30000305175781
2018-08-03,117.0
2018-08-06,111.5999984741211
2018-08-07,113.69999694824219
2018-08-08,110.69999694824219
2018-08-09,115.80000305175781
2018-08-10,112.5
2018-08-13,115.5
2018-08-14,111.9000015258789
2018-08-15,105.9000015258789
2018-08-16,104.69999694824219
2018-08-17,102.9000015258789
2018-08-20,105.5999984741211
2018-08-21,106.80000305175781
2018-08-22,103.80000305175781
2018-08-23,105.5999984741211
2018-08-24,108.9000015258789
2018-08-27,106.80000305175781
2018-08-28,107.69999694824219
2018-08-29,106.19999694824219
2018-08-30,105.5999984741211
2018-08-31,103.80000305175781
2018-09-04,101.69999694824219
2018-09-05,102.9000015258789
2018-09-06,105.0
2018-09-07,102.9000015258789
2018-09-10,101.4000015258789
2018-09-11,101.69999694824219
2018-09-12,102.0
2018-09-13,98.0999984741211
2018-09-14,99.5999984741211
2018-09-17,93.9000015258789
2018-09-18,96.5999984741211
2018-09-19,99.0
2018-09-20,97.80000305175781
2018-09-21,167.6999969482422
2018-09-24,99.9000015258789
2018-09-25,91.5
2018-09-26,87.30000305175781
2018-09-27,84.30000305175781
2018-09-28,83.0999984741211
2018-10-01,80.0999984741211
2018-10-02,76.5
2018-10-03,79.19999694824219
2018-10-04,76.19999694824219
2018-10-05,78.30000305175781
2018-10-08,70.5
2018-10-09,69.9000015258789
2018-10-10,80.69999694824219
2018-10-11,85.80000305175781
2018-10-12,95.69999694824219
2018-10-15,92.69999694824219
2018-10-16,88.19999694824219
2018-10-17,88.19999694824219
2018-10-18,88.19999694824219
2018-10-19,86.69999694824219
2018-10-22,88.19999694824219
2018-10-23,86.0999984741211
2018-10-24,79.80000305175781
2018-10-25,88.19999694824219
2018-10-26,88.80000305175781
2018-10-29,84.5999984741211
2018-10-30,87.5999984741211
2018-10-31,88.80000305175781
2018-11-01,95.0999984741211
2018-11-02,97.5
2018-11-05,96.9000015258789
2018-11-06,97.5
2018-11-07,94.80000305175781
2018-11-08,96.9000015258789
2018-11-09,95.0999984741211
2018-11-12,94.19999694824219
2018-11-13,94.19999694824219
2018-11-14,93.5999984741211
2018-11-15,90.5999984741211
2018-11-16,94.5
2018-11-19,89.4000015258789
2018-11-20,89.0999984741211
2018-11-21,87.5999984741211
2018-11-23,89.4000015258789
2018-11-26,87.30000305175781
2018-11-27,85.5
2018-11-28,84.30000305175781
2018-11-29,85.5
2018-11-30,84.0
2018-12-03,86.0999984741211
2018-12-04,87.0
2018-12-06,82.80000305175781
2018-12-07,85.5
2018-12-10,83.69999694824219
2018-12-11,80.0999984741211
2018-12-12,102.0
2018-12-13,110.69999694824219
2018-12-14,105.5999984741211
2018-12-17,102.0
2018-12-18,95.69999694824219
2018-12-19,102.0
2018-12-20,101.4000015258789
2018-12-21,150.0
2018-12-24,122.4000015258789
2018-12-26,128.39999389648438
2018-12-27,132.3000030517578
2018-12-28,158.6999969482422
2018-12-31,143.10000610351562
2019-01-02,138.60000610351562
2019-01-03,152.39999389648438
2019-01-04,156.3000030517578
2019-01-07,154.5
2019-01-08,151.1999969482422
2019-01-09,150.89999389648438
2019-01-10,141.89999389648438
2019-01-11,146.10000610351562
2019-01-14,130.5
2019-01-15,132.3000030517578
2019-01-16,130.8000030517578
2019-01-17,138.60000610351562
2019-01-18,150.0
2019-01-22,141.3000030517578
2019-01-23,146.39999389648438
2019-01-24,151.5
2019-01-25,154.5
2019-01-28,150.3000030517578
2019-01-29,150.3000030517578
2019-01-30,150.60000610351562
2019-01-31,152.10000610351562
2019-02-01,143.39999389648438
2019-02-04,147.89999389648438
2019-02-05,146.10000610351562
2019-02-06,147.0
2019-02-07,150.3000030517578
2019-02-08,147.0
2019-02-11,146.6999969482422
2019-02-12,147.0
2019-02-13,146.10000610351562
2019-02-14,147.0
2019-02-15,144.60000610351562
2019-02-19,142.5
2019-02-20,151.5
2019-02-21,139.8000030517578
2019-02-22,136.1999969482422
2019-02-25,131.10000610351562
2019-02-26,129.3000030517578
2019-02-27,127.80000305175781
2019-02-28,132.3000030517578
2019-03-01,128.10000610351562
2019-03-04,132.60000610351562
2019-03-05,126.30000305175781
2019-03-06,126.9000015258789
2019-03-07,123.0
2019-03-08,117.30000305175781
2019-03-11,104.69999694824219
2019-03-12,108.5999984741211
2019-03-13,109.5
2019-03-14,111.30000305175781
2019-03-15,112.19999694824219
2019-03-18,111.30000305175781
2019-03-19,113.4000015258789
2019-03-20,116.4000015258789
2019-03-21,113.4000015258789
2019-03-22,115.80000305175781
2019-03-25,113.69999694824219
2019-03-26,109.80000305175781
2019-03-27,111.0
2019-03-28,114.5999984741211
2019-03-29,109.19999694824219
2019-04-01,110.0999984741211
2019-04-02,107.0999984741211
2019-04-03,105.0
2019-04-04,102.0
2019-04-05,105.5999984741211
2019-04-08,114.9000015258789
2019-04-09,113.4000015258789
2019-04-10,109.5
2019-04-11,107.4000015258789
2019-04-12,106.5
2019-04-15,111.30000305175781
2019-04-16,109.5
2019-04-17,108.9000015258789
2019-04-18,120.0
2019-04-22,120.5999984741211
2019-04-23,116.4000015258789
2019-04-24,127.5
2019-04-25,128.6999969482422
2019-04-26,112.5
2019-04-29,117.5999984741211
2019-04-30,119.4000015258789
2019-05-01,120.9000015258789
2019-05-02,133.1999969482422
2019-05-03,128.39999389648438
2019-05-06,126.9000015258789
2019-05-07,120.0
2019-05-08,113.0999984741211
2019-05-09,119.69999694824219
2019-05-10,115.19999694824219
2019-05-13,116.0999984741211
2019-05-14,116.69999694824219
2019-05-15,115.19999694824219
2019-05-16,110.69999694824219
2019-05-17,116.69999694824219
2019-05-20,116.69999694824219
2019-05-21,112.80000305175781
2019-05-22,119.4000015258789
2019-05-23,114.5999984741211
2019-05-24,117.0
2019-05-28,111.9000015258789
2019-05-29,110.4000015258789
2019-05-30,105.30000305175781
2019-05-31,105.30000305175781
2019-06-03,109.19999694824219
2019-06-04,109.5
2019-06-05,106.80000305175781
2019-06-06,107.0999984741211
2019-06-07,104.4000015258789
2019-06-10,107.4000015258789
2019-06-11,99.0
2019-06-12,95.69999694824219
2019-06-13,93.30000305175781
2019-06-14,91.5
2019-06-17,93.5999984741211
2019-06-18,96.0
2019-06-19,94.19999694824219
2019-06-20,93.9000015258789
2019-06-21,89.4000015258789
2019-06-24,87.5999984741211
2019-06-25,88.19999694824219
2019-06-26,85.80000305175781
2019-06-27,83.0999984741211
2019-06-28,75.0
2019-07-01,74.0999984741211
2019-07-02,74.0999984741211
2019-07-03,75.0
2019-07-05,78.5999984741211
2019-07-08,84.0
2019-07-09,76.80000305175781
2019-07-10,82.5
2019-07-11,84.30000305175781
2019-07-12,78.5999984741211
2019-07-15,77.4000015258789
2019-07-16,76.80000305175781
2019-07-17,76.5
2019-07-18,73.5
2019-07-19,75.9000015258789
2019-07-22,76.5
2019-07-23,76.5
2019-07-24,77.4000015258789
2019-07-25,74.0999984741211
2019-07-26,75.0
2019-07-29,78.0
2019-07-30,76.80000305175781
2019-07-31,81.30000305175781
2019-08-01,73.5
2019-08-02,69.9000015258789
2019-08-05,71.0999984741211
2019-08-06,69.9000015258789
2019-08-07,68.4000015258789
2019-08-08,69.5999984741211
2019-08-09,68.4000015258789
2019-08-12,70.5
2019-08-13,69.5999984741211
2019-08-14,70.19999694824219
2019-08-15,73.80000305175781
2019-08-16,72.9000015258789
2019-08-19,69.5999984741211
2019-08-20,72.0
2019-08-21,73.80000305175781
2019-08-22,67.19999694824219
2019-08-23,71.4000015258789
2019-08-26,73.19999694824219
2019-08-27,72.9000015258789
2019-08-28,70.5
2019-08-29,68.69999694824219
2019-08-30,69.0
2019-09-03,66.0
2019-09-04,66.9000015258789
2019-09-05,69.0
2019-09-06,67.19999694824219
2019-09-09,69.0
2019-09-10,64.5
2019-09-11,65.4000015258789
2019-09-12,64.80000305175781
2019-09-13,64.80000305175781
2019-09-16,67.80000305175781
2019-09-17,64.80000305175781
2019-09-18,64.19999694824219
2019-09-19,64.5
2019-09-20,63.599998474121094
2019-09-23,60.29999923706055
2019-09-24,60.29999923706055
2019-09-25,57.0
2019-09-26,56.70000076293945
2019-09-27,58.5
2019-09-30,53.099998474121094
2019-10-01,45.0
2019-10-02,46.79999923706055
2019-10-03,45.0
2019-10-04,46.20000076293945
2019-10-07,48.29999923706055
2019-10-08,53.70000076293945
2019-10-09,55.79999923706055
2019-10-10,56.099998474121094
2019-10-11,55.5
2019-10-14,52.5
2019-10-15,49.79999923706055
2019-10-16,50.400001525878906
2019-10-17,50.400001525878906
2019-10-18,48.900001525878906
2019-10-21,47.400001525878906
2019-10-22,47.099998474121094
2019-10-23,47.099998474121094
2019-10-24,48.0
2019-10-25,45.29999923706055
2019-10-28,43.5
2019-10-29,42.900001525878906
2019-10-30,44.400001525878906
2019-10-31,46.5
2019-11-01,44.099998474121094
2019-11-04,41.099998474121094
2019-11-05,39.900001525878906
2019-11-06,39.599998474121094
2019-11-07,36.29999923706055
2019-11-08,36.0
2019-11-11,36.900001525878906
2019-11-12,36.29999923706055
2019-11-13,35.70000076293945
2019-11-14,51.29999923706055
2019-11-15,58.5
2019-11-18,54.599998474121094
2019-11-19,47.400001525878906
2019-11-20,46.20000076293945
2019-11-21,45.29999923706055
2019-11-22,49.79999923706055
2019-11-25,52.5
2019-11-26,52.20000076293945
2019-11-27,53.099998474121094
2019-11-29,63.0
2019-12-02,59.70000076293945
2019-12-03,55.79999923706055
2019-12-04,55.5
2019-12-05,55.79999923706055
2019-12-06,56.400001525878906
2019-12-09,57.0
2019-12-10,55.79999923706055
2019-12-11,57.29999923706055
2019-12-12,55.79999923706055
2019-12-13,54.599998474121094
2019-12-16,55.79999923706055
2019-12-17,54.0
2019-12-18,53.400001525878906
2019-12-19,54.900001525878906
2019-12-20,55.5
2019-12-23,54.29999923706055
2019-12-24,55.79999923706055
2019-12-26,54.599998474121094
2019-12-27,54.599998474121094
2019-12-30,54.29999923706055
2019-12-31,54.0
2020-01-02,56.70000076293945
2020-01-03,56.70000076293945
2020-01-06,67.19999694824219
2020-01-07,70.5
2020-01-08,68.4000015258789
2020-01-09,63.0
2020-01-10,66.5999984741211
2020-01-13,62.099998474121094
2020-01-14,62.70000076293945
2020-01-15,64.19999694824219
2020-01-16,64.19999694824219
2020-01-17,62.70000076293945
2020-01-21,63.599998474121094
2020-01-22,63.599998474121094
2020-01-23,63.29999923706055
2020-01-24,62.400001525878906
2020-01-27,60.900001525878906
2020-01-28,60.900001525878906
2020-01-29,57.0
2020-01-30,51.599998474121094
2020-01-31,53.099998474121094
2020-02-03,53.400001525878906
2020-02-04,51.599998474121094
2020-02-05,52.20000076293945
2020-02-06,50.099998474121094
2020-02-07,51.29999923706055
2020-02-10,55.5
2020-02-11,57.599998474121094
2020-02-12,58.20000076293945
2020-02-13,64.19999694824219
2020-02-14,63.0
2020-02-18,59.099998474121094
2020-02-19,59.400001525878906
2020-02-20,59.099998474121094
2020-02-21,61.20000076293945
2020-02-24,57.599998474121094
2020-02-25,49.79999923706055
2020-02-26,53.099998474121094
2020-02-27,48.0
2020-02-28,50.400001525878906
2020-03-02,49.79999923706055
2020-03-03,52.79999923706055
2020-03-04,49.79999923706055
2020-03-05,48.29999923706055
2020-03-06,46.20000076293945
2020-03-09,45.599998474121094
2020-03-10,51.900001525878906
2020-03-11,49.79999923706055
2020-03-12,43.5
2020-03-13,39.599998474121094
2020-03-16,37.5
2020-03-17,41.70000076293945
2020-03-18,35.099998474121094
2020-03-19,33.900001525878906
2020-03-20,32.70000076293945
2020-03-23,33.29999923706055
2020-03-24,33.599998474121094
2020-03-25,121.5
2020-03-26,104.0999984741211
2020-03-27,108.9000015258789
2020-03-30,94.80000305175781
2020-03-31,78.0
2020-04-01,68.4000015258789
2020-04-02,76.5
2020-04-03,80.4000015258789
2020-04-06,75.0
2020-04-07,72.9000015258789
2020-04-08,71.0999984741211
2020-04-09,102.30000305175781
2020-04-13,94.19999694824219
2020-04-14,88.80000305175781
2020-04-15,84.5999984741211
2020-04-16,82.19999694824219
2020-04-17,81.9000015258789
2020-04-20,83.69999694824219
2020-04-21,79.80000305175781
2020-04-22,80.69999694824219
2020-04-23,78.5999984741211
2020-04-24,77.0999984741211
2020-04-27,79.19999694824219
2020-04-28,75.9000015258789
2020-04-29,80.4000015258789
2020-04-30,89.0999984741211
2020-05-01,84.0
2020-05-04,83.4000015258789
2020-05-05,88.80000305175781
2020-05-06,96.0
2020-05-07,93.9000015258789
2020-05-08,93.9000015258789
2020-05-11,86.4000015258789
2020-05-12,98.4000015258789
2020-05-13,87.0
2020-05-14,84.5999984741211
2020-05-15,78.5999984741211
2020-05-18,80.0999984741211
2020-05-19,81.9000015258789
2020-05-20,82.5
2020-05-21,84.0
2020-05-22,83.69999694824219
2020-05-26,84.0
2020-05-27,81.0
2020-05-28,81.0
2020-05-29,80.4000015258789
2020-06-01,78.30000305175781
2020-06-02,78.30000305175781
2020-06-03,86.4000015258789
2020-06-04,84.5999984741211
2020-06-05,83.4000015258789
2020-06-08,82.80000305175781
2020-06-09,92.4000015258789
2020-06-10,92.69999694824219
2020-06-11,80.4000015258789
2020-06-12,81.30000305175781
2020-06-15,82.19999694824219
2020-06-16,81.30000305175781
2020-06-17,80.0999984741211
2020-06-18,80.0999984741211
2020-06-19,79.80000305175781
2020-06-22,83.4000015258789
2020-06-23,81.0
2020-06-24,86.69999694824219
2020-06-25,87.0
2020-06-26,84.30000305175781
2020-06-29,81.30000305175781
2020-06-30,85.5
2020-07-01,85.80000305175781
2020-07-02,85.80000305175781
2020-07-06,86.0999984741211
2020-07-07,81.30000305175781
2020-07-08,82.19999694824219
2020-07-09,80.69999694824219
2020-07-10,79.5
2020-07-13,81.0
2020-07-14,79.19999694824219
2020-07-15,79.5
2020-07-16,92.0999984741211
2020-07-17,97.5
2020-07-20,87.5999984741211
2020-07-21,87.5999984741211
2020-07-22,83.69999694824219
2020-07-23,82.80000305175781
2020-07-24,81.9000015258789
2020-07-27,82.5
2020-07-28,83.4000015258789
2020-07-29,83.0999984741211
2020-07-30,88.5
2020-07-31,92.4000015258789
2020-08-03,89.0999984741211
2020-08-04,90.30000305175781
2020-08-05,92.0999984741211
2020-08-06,89.0999984741211
2020-08-07,95.0999984741211
2020-08-10,96.0
2020-08-11,93.5999984741211
2020-08-12,89.0999984741211
2020-08-13,79.5
2020-08-14,80.0999984741211
2020-08-17,83.4000015258789
2020-08-18,81.5999984741211
2020-08-19,82.80000305175781
2020-08-20,80.0999984741211
2020-08-21,78.5999984741211
2020-08-24,74.4000015258789
2020-08-25,74.4000015258789
2020-08-26,71.4000015258789
2020-08-27,70.5
2020-08-28,67.19999694824219
2020-08-31,65.69999694824219
2020-09-01,60.29999923706055
2020-09-02,57.599998474121094
2020-09-03,53.70000076293945
2020-09-04,51.599998474121094
2020-09-08,51.29999923706055
2020-09-09,61.79999923706055
2020-09-10,57.599998474121094
2020-09-11,54.599998474121094
2020-09-14,48.29999923706055
2020-09-15,47.099998474121094
2020-09-16,45.29999923706055
2020-09-17,45.29999923706055
2020-09-18,45.29999923706055
2020-09-21,45.29999923706055
2020-09-22,47.099998474121094
2020-09-23,44.70000076293945
2020-09-24,45.29999923706055
2020-09-25,47.400001525878906
2020-09-28,50.400001525878906
2020-09-29,55.20000076293945
2020-09-30,51.0
2020-10-01,51.599998474121094
2020-10-02,51.599998474121094
2020-10-05,51.599998474121094
2020-10-06,51.29999923706055
2020-10-07,53.099998474121094
2020-10-08,52.79999923706055
2020-10-09,52.5
2020-10-12,52.79999923706055
2020-10-13,51.900001525878906
2020-10-14,51.900001525878906
2020-10-15,51.900001525878906
2020-10-16,49.5
2020-10-19,50.099998474121094
2020-10-20,50.70000076293945
2020-10-21,80.4000015258789
2020-10-22,74.0999984741211
2020-10-23,72.30000305175781
2020-10-26,64.5
2020-10-27,62.400001525878906
2020-10-28,72.9000015258789
2020-10-29,60.29999923706055
2020-10-30,59.70000076293945
2020-11-02,57.599998474121094
2020-11-03,56.70000076293945
2020-11-04,54.0
2020-11-05,54.29999923706055
2020-11-06,52.20000076293945
2020-11-09,47.70000076293945
2020-11-10,52.20000076293945
2020-11-11,50.400001525878906
2020-11-12,50.400001525878906
2020-11-13,56.70000076293945
2020-11-16,52.79999923706055
2020-11-17,52.5
2020-11-18,52.20000076293945
2020-11-19,51.29999923706055
2020-11-20,52.20000076293945
2020-11-23,54.900001525878906
2020-11-24,53.400001525878906
2020-11-25,55.79999923706055
2020-11-27,59.099998474121094
2020-11-30,58.5
2020-12-01,54.599998474121094
2020-12-02,52.5
2020-12-03,55.20000076293945
2020-12-04,54.0
2020-12-07,53.099998474121094
2020-12-08,55.5
2020-12-09,59.099998474121094
2020-12-10,57.29999923706055
2020-12-11,58.79999923706055
2020-12-14,57.599998474121094
2020-12-15,56.400001525878906
2020-12-16,54.599998474121094
2020-12-17,57.599998474121094
2020-12-18,55.20000076293945
2020-12-21,57.0
2020-12-22,57.599998474121094
2020-12-23,57.29999923706055
2020-12-24,57.0
2020-12-28,54.599998474121094
2020-12-29,51.599998474121094
2020-12-30,55.5
2020-12-31,53.099998474121094
2021-01-04,54.900001525878906
2021-01-05,57.29999923706055
2021-01-06,54.900001525878906
2021-01-07,57.0
2021-01-08,61.20000076293945
2021-01-11,65.0999984741211
2021-01-12,63.29999923706055
2021-01-13,65.0999984741211
2021-01-14,77.4000015258789
2021-01-15,69.0
2021-01-19,66.0
2021-01-20,64.19999694824219
2021-01-21,69.9000015258789
2021-01-22,72.9000015258789
2021-01-25,72.0
2021-01-26,68.4000015258789
2021-01-27,66.0
2021-01-28,63.599998474121094
2021-01-29,61.20000076293945
2021-02-01,63.29999923706055
2021-02-02,66.30000305175781
2021-02-03,68.0999984741211
2021-02-04,68.0999984741211
2021-02-05,78.0
2021-02-08,86.69999694824219
2021-02-09,105.9000015258789
2021-02-10,121.5
2021-02-11,107.69999694824219
