,Date,Adj Close,daily_return
0,2017-01-03,2339.995361328125,
1,2017-01-04,2459.9951171875,0.0512820486068255
2,2017-01-05,2489.9951171875,0.012195146157159442
3,2017-01-06,2537.994873046875,0.019277048186982615
4,2017-01-09,2555.994873046875,0.0070922129083699215
5,2017-01-10,2561.994873046875,0.0023474225489534817
6,2017-01-11,2489.9951171875,-0.02810300544190736
7,2017-01-12,2495.9951171875,0.002409643279452256
8,2017-01-13,2567.994873046875,0.028846112463755347
9,2017-01-17,2459.9951171875,-0.042056063659985155
10,2017-01-18,2531.994873046875,0.02926825153282908
11,2017-01-19,2483.9951171875,-0.01895728793542717
12,2017-01-20,2519.994873046875,0.014492683826261121
13,2017-01-23,2483.9951171875,-0.01428564646873598
14,2017-01-24,2501.9951171875,0.007246391055865109
15,2017-01-25,2537.994873046875,0.014388419710363864
16,2017-01-26,2513.994873046875,-0.00945628387782671
17,2017-01-27,2423.9951171875,-0.03579949856870568
18,2017-01-30,2351.995361328125,-0.0297029294113903
19,2017-01-31,2459.9951171875,0.045918354106952775
20,2017-02-01,2513.994873046875,0.02195116383853346
21,2017-02-02,2531.994873046875,0.007159919136264792
22,2017-02-03,2585.994873046875,0.021327057402378946
23,2017-02-06,2633.99462890625,0.018561427309722545
24,2017-02-07,2543.994873046875,-0.0341685419065364
25,2017-02-08,2447.9951171875,-0.03773582913883733
26,2017-02-09,2957.994140625,0.20833334995514097
27,2017-02-10,2975.994140625,0.006085204751689277
28,2017-02-13,2927.994140625,-0.016129064014191674
29,2017-02-14,2861.994384765625,-0.022540945333069162
30,2017-02-15,3047.993896484375,0.06498947472043404
31,2017-02-16,3035.993896484375,-0.003937015757754958
32,2017-02-17,3035.993896484375,0.0
33,2017-02-21,3035.993896484375,0.0
34,2017-02-22,3029.993896484375,-0.0019762885580725253
35,2017-02-23,2999.993896484375,-0.009901010043224301
36,2017-02-24,2987.994140625,-0.0039999267576634745
37,2017-02-27,3287.993408203125,0.10040155818892393
38,2017-02-28,3173.99365234375,-0.034671528104332605
39,2017-03-01,3296.993408203125,0.03875236353057887
40,2017-03-02,3263.993408203125,-0.010009119192623817
41,2017-03-03,3269.993408203125,0.001838239006525244
42,2017-03-06,3257.993408203125,-0.0036697321682351847
43,2017-03-07,3263.993408203125,0.001841624352244775
44,2017-03-08,3395.9931640625,0.04044118334541702
45,2017-03-09,3617.99267578125,0.06537101254149169
46,2017-03-10,3377.9931640625,-0.06633499103668739
47,2017-03-13,3395.9931640625,0.005328607586154055
48,2017-03-14,3275.993408203125,-0.03533568828384326
49,2017-03-15,3371.9931640625,0.0293040137440419
50,2017-03-16,3323.993408203125,-0.014234831900295397
51,2017-03-17,3221.99365234375,-0.03068590798274584
52,2017-03-20,3239.993408203125,0.005586527411772346
53,2017-03-21,3071.993896484375,-0.051851806640533016
54,2017-03-22,3065.993896484375,-0.001953128880518462
55,2017-03-23,3047.993896484375,-0.00587085317444358
56,2017-03-24,3047.993896484375,0.0
57,2017-03-27,3167.99365234375,0.03937007747875931
58,2017-03-28,3131.99365234375,-0.011363659132765713
59,2017-03-29,3233.99365234375,0.03256711581253402
60,2017-03-30,3209.99365234375,-0.007421164844466088
61,2017-03-31,2519.994873046875,-0.21495331580892008
62,2017-04-03,2207.99560546875,-0.12380948505696476
63,2017-04-04,2165.99560546875,-0.019021776989036843
64,2017-04-05,2045.995849609375,-0.05540166173763106
65,2017-04-06,2045.995849609375,0.0
66,2017-04-07,1991.9959716796875,-0.026392955753061442
67,2017-04-10,2045.995849609375,0.027108427274656455
68,2017-04-11,2033.9959716796875,-0.005865054873878894
