Date,Adj Close,daily_return
2017-01-03,19.397062301635746,
2017-01-04,19.570602416992188,0.008946721552871795
2017-01-05,19.570602416992188,0.0
2017-01-06,20.004453659057617,0.022168517494828732
2017-01-09,19.62581253051757,-0.01892784151936111
2017-01-10,19.6810359954834,0.0028138180205254937
2017-01-11,20.051773071289062,0.018837274414352123
2017-01-12,19.98078346252441,-0.0035403157871508606
2017-01-13,20.051773071289062,0.003552894154415842
2017-01-17,20.106992721557617,0.0027538537401272656
2017-01-18,20.256872177124023,0.007454096077018635
2017-01-19,20.06755447387696,-0.009345850711387604
2017-01-20,20.193767547607425,0.006289409798028167
2017-01-23,20.06755447387696,-0.006250100355612909
2017-01-24,20.209548950195312,0.007075823638759582
2017-01-25,20.46985626220703,0.012880411762440813
2017-01-26,20.50140380859375,0.001541170879883813
2017-01-27,20.556621551513672,0.0026933639976778334
2017-01-30,20.37519645690918,-0.008825627992900098
2017-01-31,20.67494773864746,0.014711577499250783
2017-02-01,20.454076766967773,-0.010683024425102494
2017-02-02,20.659168243408203,0.01002692415683315
2017-02-03,20.74594116210937,0.004200213565173749
2017-02-06,20.580286026000977,-0.007984941961126757
2017-02-07,20.643394470214844,0.0030664512696343404
2017-02-08,20.840595245361328,0.009552730072130977
2017-02-09,20.88003921508789,0.0018926508222139038
2017-02-10,20.89582061767578,0.0007558128806810505
2017-02-13,21.037803649902344,0.006794805278260263
2017-02-14,20.75732040405273,-0.013332344503125704
2017-02-15,20.773256301879883,0.0007677242301487031
2017-02-16,21.012306213378903,0.011507580132123385
2017-02-17,21.12386131286621,0.005309036445332094
2017-02-21,21.20354652404785,0.0037722843376701842
2017-02-22,21.171676635742188,-0.001503045175462514
2017-02-23,21.38681602478028,0.010161660445677345
2017-02-24,21.530244827270508,0.006706412133720141
2017-02-27,21.346969604492188,-0.008512454189382068
2017-02-28,21.769285202026367,0.019783398082194648
2017-03-01,22.072084426879883,0.013909470248721245
2017-03-02,22.12786293029785,0.00252710629133146
2017-03-03,22.2314510345459,0.004681342458345172
2017-03-06,22.27925682067871,0.0021503673358309605
2017-03-07,22.311134338378903,0.001430816025721482
2017-03-08,21.86491203308105,-0.01999998290227112
2017-03-09,21.80913352966309,-0.0025510508953143773
2017-03-10,22.080049514770508,0.012422134274107766
2017-03-13,22.00037384033203,-0.0036084916560162883
2017-03-14,21.9127140045166,-0.0039844702845334146
2017-03-15,22.38284683227539,0.021454796866416714
2017-03-16,21.984434127807617,-0.017799912024295095
2017-03-17,22.056150436401367,0.003262140302398686
2017-03-20,21.87287712097168,-0.008309397234034788
2017-03-21,21.976465225219727,0.00473591579539967
2017-03-22,22.21551322937012,0.010877454663458241
